Order ID,Customer Name,Date,Region,Category,Product,Quantity,Price,Sales,Email
1282,Vikash Banerjee,2026-02-14,North,Food,Biscuits,7,50,350,
1267,Neha Sharma,2026/04/10,East,Food,Oil,9,150,1350,neha.sharma@gmail.com
1449, Sneha Roy ,,North,Furniture,Desk,-3,6000,,sneha.roy@gmail.com
1708, Ananya Sharma ,2026-06-09,South,Furniture,Chair,6,1800,10800,ananya.sharma@gmail.com
1324, Ankit Ghosh ,2026-05-19,South,Electronics,Monitor,4,12000,48000,ankit.ghosh@gmail.com
1409,Arjun Sharma,2026-04-18,East,Food,Sugar,1,55,55,arjun.sharma@gmail.com
1899,Rohit Banerjee,2026/02/07,west,Food,Sugar,10,,550,rohit.banerjee@gmail.com
1539,Vikash Sharma,2026-03-05,west,Stationery,Marker,8,40,320,vikash.sharma@gmail.com
1119, Ankit Das ,2026-02-08,North, Electronics ,Laptop,7,,385000,ankit.das@gmail.com
1694,Soumya Roy,2026/05/01,North,Electronics,Monitor,8,12000,96000,soumya.roy@gmail.com
1251, Ananya Ghosh ,invalid-date,West,Furniture,Table,6,4500,27000,ananya.ghosh@gmail.com
1665,Riya Banerjee,2026-02-08,South,Food,Oil,2,150,300,riya.banerjee@gmail.com
1667,Soumya Das,2026-01-19,East,Furniture,Desk,10,6000,60000,soumya.das@gmail.com
1010,Rohit Das,2026-06-21,East,Electronics,Tablet,2,30000,60000,rohit.das@gmail.com
1197,Meena Kumar,2026-05-10,North,Furniture,Sofa,4,18000,72000,meena.kumar@gmail.com
1713,Arjun Roy,2026-06-12,West,Clothing,Jeans,6,,10800,arjun.roy@gmail.com
1082,Amit Singh,2026-03-17,North,Furniture,Table,3,,13500,amit.singh@gmail.com
1584,Ankit Banerjee,2026-02-26,West,Electronics,laptop,4,55000,220000,ankit.banerjee@gmail.com
1508,Arjun Dutta,2026-02-09,North,Electronics,Monitor,1,12000,12000,arjun.dutta@gmail.com
1669,Puja Banerjee,2026-06-27,South,Food,Rice,8,60,480,puja.banerjee@gmail.com
1240,Moumita Kumar,2026-06-11,West,Furniture,Chair,7,1800,12600,moumita.kumar@gmail.com
1313,Riya Ghosh,2026-01-31,North,Clothing,T-Shirt,10,800,8000,riya.ghosh@gmail.com
1212, Priya Sen ,2026-05-09,East,Stationery,Notebook,10,80,800,priya.sen@gmail.com
1862,Karan Kumar,2026-01-02,South,Stationery,Marker,8,40,320,karan.kumar@gmail.com
1550,Neha Banerjee,2026-06-18,West,Clothing,Jeans,9,1800,16200,neha.banerjee@gmail.com
1480, Arjun Sen ,2026-04-13,South,Clothing,Shoes,3,2200,6600,arjun.sen@gmail.com
1228,Abhishek Roy,2026-02-24,North,Clothing,T-Shirt,4,800,3200,
1911, Vikash Kumar ,2026-06-18,East,Electronics,Tablet,6,30000,180000,vikash.kumar@gmail.com
1363,Meena Singh,2026-02-04,West,Clothing,Shoes,7,2200,15400,meena.singh@gmail.com
1968,Riya Banerjee,2026-01-31,south,Furniture,Shelf,1,3500,3500,riya.banerjee@gmail.com
1178,Riya Sen,2026-05-10,East,Food,Rice,9,,,riya.sen@gmail.com
1885, Ravi Paul ,2026-06-17,North,Stationery,Pen,6,20,120,ravi.paul@gmail.com
1939,Puja Dutta,2026-01-01,South,Furniture,Chair,6,1800,10800, puja.dutta@gmail.com 
1500,Priya Banerjee,2026-05-09,South,Electronics,Mobile,1,25000,25000,priya.banerjee@gmail.com
1680,Amit Roy,2026-05-24,North,Furniture,shelf,7,3500,24500,amit.roy@gmail.com
1484,Soumya Paul,2026-05-24,East,Clothing,T-Shirt,3,800,,soumya.paul@gmail.com
1008,Karan Das,2026-03-03,North,Electronics,Laptop,6,55000,330000,karan.das@gmail.com
1156,Vikash Banerjee,2026-04-22,North,Clothing,Jacket,2,2500,5000,vikash.banerjee@gmail.com
1558,Ananya Ghosh,2026-02-27,North,Clothing,T-Shirt,10,800,8000,ananya.ghosh@gmail.com
1666,Neha Dutta,2026-02-23,East,Food,Rice,2,60,120,neha.dutta@gmail.com
1514,Karan Dutta,2026-06-29,North,Food,Rice,5,60,300,karan.dutta@gmail.com
1425,Abhishek Ghosh,2026-03-22,North,Stationery,Pencil,8,10,80, abhishek.ghosh@gmail.com 
1800,Vikash Kumar,2026-03-05,East,Furniture,Shelf,7,3500,24500,
1585,Moumita Das,2026-01-10,South,Electronics,Headphones,9,1800,16200,moumita.das@gmail.com
1358,Vikash Dutta,2026-05-08,East,Stationery,Notebook,9,80,720,vikash.dutta@gmail.com
1597,Neha Singh,2026-02-23,West,Food,sugar,-4,55,550,neha.singh@gmail.com
1959,Abhishek Ghosh,2026-03-24,West,Electronics,tablet,-2,30000,180000,abhishek.ghosh@gmail.com
1586,Ananya Singh,2026-01-25,East,Furniture,Shelf,6,3500,21000,ananya.singh@gmail.com
1446,Rahul Sen,2026-06-14,North,Stationery,Pencil,3,10,30,rahul.sen@gmail.com
1852,Rohit Roy,2026-04-04,North,Furniture,Table,7,4500,31500,rohit.roy@gmail.com
1602,Sneha Dutta,2026-06-16,west,Furniture,Desk,5,6000,30000,sneha.dutta@gmail.com
1729,Ananya Ghosh,2026-02-10,West,Stationery,Marker,5,40,200,ananya.ghosh@gmail.com
1479,Puja Das,2026-05-11,South,Food,Tea,2,250,500,puja.das@gmail.com
1897,Riya Das,2026-05-30,East,Clothing,Shirt,7,1200,8400,riya.das@gmail.com
1229, Arjun Ghosh ,2026-06-05,North,Electronics,Laptop,5,55000,275000,arjun.ghosh@gmail.com
1867,Karan Roy,2026-03-19,South,Food,Biscuits,10,50,,karan.roy@gmail.com
1750, Neha Paul ,2026-04-21,North,Furniture,Sofa,4,18000,72000,neha.paul@gmail.com
1213,Karan Ghosh,2026/05/22,North,Stationery,Marker,3,40,120,karan.ghosh@gmail.com
1080,Rahul Banerjee,2026-03-03,East,Clothing,Shirt,7,1200,,rahul.banerjee@gmail.com
1149,Rohit Das,2026-05-18,South,Electronics,Tablet,2,30000,60000,rohit.das@gmail.com
1303,Sneha Dutta,2026-04-21,East,Food,Sugar,1,55,55,sneha.dutta@gmail.com
1799,Arjun Paul,2026-06-24,North,Clothing,Jeans,9,1800,16200,arjun.paul@gmail.com
1634, Neha Banerjee ,,East,Furniture,Sofa,8,18000,144000,neha.banerjee@gmail.com
1524,Ravi Dutta,2026-04-30,East,Furniture,Table,2,4500,9000,ravi.dutta@gmail.com
1366,Abhishek Das,2026/05/30,East,Food,Oil,10,150,1500,abhishek.das@gmail.com
1044,Karan Dutta,2026-05-22,North,Stationery,Pen,3,20,60,karan.dutta@gmail.com
1847,Riya Sen,2026-06-04,North,Furniture,Chair,4,1800,7200,riya.sen@gmail.com
1134,Amit Banerjee,2026-05-18,North,Clothing,Jeans,5,1800,9000,amit.banerjee@gmail.com
1568,Sayan Singh,2026-02-03,South,Stationery,Marker,3,,120,sayan.singh@gmail.com
1312,Vikash Sen,2026-01-30,North,Furniture,Shelf,3,3500,10500,vikash.sen@gmail.com
1627,Sneha Paul,2026-02-24,South,Furniture,Shelf,2,3500,7000,sneha.paul@gmail.com
1598, Ananya Singh ,2026-01-25,East,Clothing,Jeans,2,1800,3600,ananya.singh@gmail.com
1811,Riya Das,2026-02-15,North,Food,Oil,3,150,450,riya.das@gmail.com
1001,Arjun Das,invalid-date,South,Electronics,Laptop,-2,55000,275000,arjun.das@gmail.com
1317,Riya Roy,2026-05-05,north,Electronics,Laptop,9,55000,495000,riya.roy@gmail.com
1868,Amit Das,2026-06-14,South,Clothing,Shoes,4,,8800, amit.das@gmail.com 
1955,Ananya Sharma,2026-05-20,North,Furniture,Shelf,7,3500,24500,ananya.sharma@gmail.com
1552,Abhishek Kumar,2026-02-10,North,Food,Oil,8,150,1200,abhishek.kumar@gmail.com
1549, Rahul Singh ,2026-01-30,South,Clothing,Shirt,5,1200,6000, rahul.singh@gmail.com 
1948,Meena Ghosh,invalid-date,North,Food,Tea,10,250,,
1399,Meena Paul,2026-05-06,north,Electronics,Monitor,10,12000,120000,meena.paul@gmail.com
1173,Puja Dutta,2026-05-27,West,Electronics,Headphones,9,1800,16200,puja.dutta@gmail.com
1126,Sayan Sen,2026-05-27,South,Electronics,Tablet,7,30000,210000,sayan.sen@gmail.com
1423,Karan Dutta,2026/03/12,north,Electronics,Tablet,2,30000,60000,karan.dutta@gmail.com
1450,Rahul Paul,2026-05-05,East,Electronics,Mobile,9,25000,225000,rahul.paul@gmail.com
1588,Arjun Ghosh,2026-03-20,North,Electronics,tablet,8,30000,240000,arjun.ghosh@gmail.com
1926,Ananya Paul,2026-05-31,West,Stationery,Pencil,5,10,50,ananya.paul@gmail.com
1091, Moumita Banerjee ,2026-05-25,East,Stationery,Pen,3,20,,moumita.banerjee@gmail.com
1964,Ananya Das,2026-05-18,East,Electronics,Laptop,3,55000,165000,
1182,Meena Kumar,2026-03-12,East,Electronics,Headphones,2,1800,3600,meena.kumar@gmail.com
1364,Amit Singh,2026-03-09,South,Stationery,Pencil,4,10,40,amit.singh@gmail.com
1275,Sneha Singh,2026-01-22,East,Clothing,T-Shirt,2,800,1600,sneha.singh@gmail.com
1918,Tanya Banerjee,2026-05-04,West,Stationery,Notebook,2,80,,tanya.banerjee@gmail.com
1070,Ankit Singh,2026-05-01,North,Stationery,Marker,6,40,240,ankit.singh@gmail.com
1292,Sneha Banerjee,2026-03-25,West,Electronics,Monitor,8,12000,96000,sneha.banerjee@gmail.com
1132,Ankit Ghosh,2026-03-29,East,Furniture,Chair,2,1800,3600,ankit.ghosh@gmail.com
1301,Priya Ghosh,2026-02-07,North,Furniture,Table,9,4500,40500,priya.ghosh@gmail.com
1454,Rahul Roy,2026-04-09,East,Electronics,Laptop,7,55000,385000,rahul.roy@gmail.com
1327,Amit Sharma,2026-05-14,South,Electronics,Tablet,4,30000,120000,amit.sharma@gmail.com
1145,Rohit Banerjee,2026-06-06,North,Clothing,Jeans,2,1800,3600,rohit.banerjee@gmail.com
1545,Sneha Kumar,2026-06-02,East,Furniture,Desk,7,6000,42000,sneha.kumar@gmail.com
1961,Sneha Banerjee,2026-01-18,South,Clothing,Jacket,3,2500,7500,sneha.banerjee@gmail.com
1661, Sayan Sharma ,2026-02-16,South,Clothing,Shoes,1,2200,2200,
1136,Tanya Kumar,invalid-date,South,Clothing,Shoes,3,2200,6600,tanya.kumar@gmail.com
1436,Puja Dutta,2026-03-25,North,Clothing,jeans,1,1800,,puja.dutta@gmail.com
1165,Ankit Sen,2026-01-19,East,Electronics,Mobile,10,25000,250000,ankit.sen@gmail.com
1029, Puja Roy ,2026-02-16,West, Stationery ,Notebook,2,80,160,puja.roy@gmail.com
1793,Abhishek Paul,2026/06/14,East, Clothing ,Jacket,9,2500,22500,
1194,Tanya Paul,2026-01-29,South,Furniture,Sofa,7,18000,126000,tanya.paul@gmail.com
1753,Moumita Sen,2026-06-11,East,Food,Sugar,9,55,495,moumita.sen@gmail.com
1658, Moumita Dutta ,2026-02-10,South,Electronics,Monitor,7,12000,84000,moumita.dutta@gmail.com
1818, Karan Kumar ,2026-02-10,East,Furniture,Chair,9,1800,16200,karan.kumar@gmail.com
1170,Riya Sharma,2026-03-26,North,Clothing,Shoes,7,,15400,riya.sharma@gmail.com
1760,Arjun Sen,2026-04-15,North,Furniture,Desk,4,6000,24000,arjun.sen@gmail.com
1141,Neha Ghosh,2026-05-05,WEST,Electronics,Headphones,9,1800,16200,neha.ghosh@gmail.com
1174, Soumya Roy ,2026-04-19,North,Clothing,Jeans,4,1800,7200,soumya.roy@gmail.com
1007,Rahul Kumar,2026-05-10,South, Furniture ,Table,8,4500,36000,rahul.kumar@gmail.com
1627,Sneha Paul,2026-02-24,South,Furniture,Shelf,2,3500,7000,sneha.paul@gmail.com
1756,Soumya Kumar,2026-04-27,West,Furniture,Chair,2,1800,3600,soumya.kumar@gmail.com
1670,Sneha Kumar,2026-03-06,East,Furniture,Desk,1,6000,6000,
1074,Rohit Ghosh,2026-04-03,North,Stationery,Notebook,7,80,560,rohit.ghosh@gmail.com
1704,Riya Paul,2026-05-17,North,Stationery,Pen,3,20,60,riya.paul@gmail.com
1443,Ananya Roy,2026-03-07,South,Electronics,Tablet,10,30000,,ananya.roy@gmail.com
1239, Ravi Ghosh ,2026-03-30,East,Furniture,Sofa,5,18000,90000,ravi.ghosh@gmail.com
1146,Meena Roy,2026-03-12,South,Furniture,Sofa,7,18000,126000, meena.roy@gmail.com 
1814,Karan Paul,2026-01-24,West,Electronics,Mobile,7,25000,175000,karan.paul@gmail.com
1235,Meena Singh,2026-05-06,East,Furniture,Sofa,10,18000,,meena.singh@gmail.com
1221,Abhishek Roy,2026-01-20,South,Electronics,Monitor,3,12000,36000,abhishek.roy@gmail.com
1507,Vikash Singh,2026-04-04,North,Furniture,Table,2,4500,9000,vikash.singh@gmail.com
1679,Ankit Sen,2026-05-18,West,Clothing,Shoes,10,2200,22000,ankit.sen@gmail.com
1133,Riya Dutta,2026-03-26,South,Clothing,jeans,-5,1800,16200,riya.dutta@gmail.com
1884,Sneha Sen,2026-01-06,East,Clothing,Shirt,3,1200,3600,
1751,Arjun Banerjee,2026/05/08,East,Stationery,File,3,35,105,arjun.banerjee@gmail.com
1676,Meena Dutta,2026-04-12,East,Furniture,Sofa,3,18000,54000,meena.dutta@gmail.com
1186,Vikash Singh,2026-03-22,South,Clothing,Shirt,7,1200,8400,vikash.singh@gmail.com
1042,Puja Singh,2026-05-01,North,Food,Oil,10,150,1500,puja.singh@gmail.com
1631,Abhishek Dutta,2026-06-04,North,Furniture,Table,3,4500,13500,abhishek.dutta@gmail.com
1109,Ankit Dutta,invalid-date,West,Furniture,Chair,8,1800,14400, ankit.dutta@gmail.com 
1654,Rohit Sen,2026-02-23,South,Clothing,Shoes,10,2200,22000,rohit.sen@gmail.com
1057, Neha Das ,2026-04-27,North,Food,Rice,7,60,420,neha.das@gmail.com
1434,Neha Roy,2026-04-02,West,Clothing,T-Shirt,1,800,800,
1785,Rahul Ghosh,2026-06-07,east,Clothing,Jacket,1,2500,2500,rahul.ghosh@gmail.com
1582,Rohit Roy,2026-03-17,West,Stationery,File,8,35,280,rohit.roy@gmail.com
1883,Abhishek Das,2026-06-09,South,Clothing,Shirt,9,1200,10800, abhishek.das@gmail.com 
1025,Puja Das,2026-06-28,south,Clothing,T-Shirt,2,800,1600,puja.das@gmail.com
1817,Meena Roy,2026-01-22,North,Electronics,Laptop,2,55000,,meena.roy@gmail.com
1786,Puja Sharma,,West,Stationery,Pencil,4,10,40,puja.sharma@gmail.com
1548,Moumita Sen,2026/05/25,East,Food,Rice,6,60,360,moumita.sen@gmail.com
1639,Karan Sharma,2026-02-28,South,Electronics,Mobile,9,25000,225000,
1715,Meena Singh,2026-05-03,East,Electronics,Monitor,5,12000,60000,meena.singh@gmail.com
1951,Meena Sen,2026-02-24,East,Furniture,Chair,2,1800,3600,meena.sen@gmail.com
1339, Sneha Paul ,2026/01/20,West,Stationery,Pencil,9,10,90,sneha.paul@gmail.com
1052,Arjun Banerjee,2026-02-26,East,Stationery,File,5,35,175,arjun.banerjee@gmail.com
1384, Ravi Roy ,2026-05-09,south,Electronics,Tablet,5,,150000,ravi.roy@gmail.com
1532,Rohit Dutta,2026-05-28,South,Furniture,Desk,2,6000,12000,rohit.dutta@gmail.com
1944,Ankit Banerjee,2026-04-16,West,Food,Biscuits,4,50,200,ankit.banerjee@gmail.com
1653,Ravi Sharma,2026/04/23,South,Food,Oil,4,150,600,ravi.sharma@gmail.com
1265,Priya Kumar,2026/06/28,SOUTH,Electronics,Tablet,3,,90000,priya.kumar@gmail.com
1848, Karan Kumar ,2026-06-01,East,Furniture,Chair,9,1800,16200,karan.kumar@gmail.com
1732, Sneha Sharma ,2026/06/08,north,Clothing,T-Shirt,10,800,8000,sneha.sharma@gmail.com
1931,Meena Kumar,,West,Stationery,Pen,4,20,,meena.kumar@gmail.com
1445,Ravi Sharma,2026/04/19,West,Food,Sugar,8,55,440,ravi.sharma@gmail.com
1396,Amit Sharma,2026-05-04,West,Electronics,Monitor,6,12000,72000,amit.sharma@gmail.com
1534,Arjun Ghosh,2026-04-26,West,Stationery,Notebook,3,80,240,arjun.ghosh@gmail.com
1478,Rohit Paul,invalid-date,South, Clothing ,Shirt,7,1200,8400,rohit.paul@gmail.com
1019,Riya Ghosh,2026-06-21,West,Clothing,Jacket,1,2500,2500,riya.ghosh@gmail.com
1737, Ananya Paul ,2026-04-21,East,Food,Oil,8,150,1200,ananya.paul@gmail.com
1515,Sayan Kumar,2026-06-12,West,Clothing,Shoes,7,2200,15400,sayan.kumar@gmail.com
1981,Abhishek Sharma,2026/03/13,North,Furniture,Table,4,4500,18000,abhishek.sharma@gmail.com
1463,Tanya Paul,2026-05-27,East,Stationery,Pen,7,20,140,tanya.paul@gmail.com
1368,Riya Dutta,2026-03-28,West,Stationery,Pen,5,20,100,riya.dutta@gmail.com
1084,Meena Sen,2026-03-25,North,Clothing,Shoes,5,2200,11000,meena.sen@gmail.com
1062,Ananya Sharma,2026-06-21,East,Electronics,Tablet,3,30000,90000,ananya.sharma@gmail.com
1281, Sneha Das ,2026-04-16,West,Electronics,Laptop,8,55000,440000,sneha.das@gmail.com
1273,Ananya Paul,2026-05-23,North,Electronics,Mobile,9,25000,225000,ananya.paul@gmail.com
1286,Rohit Sen,2026-03-21,North,Electronics,Headphones,7,1800,12600,
1361,Riya Singh,2026-06-14,EAST,Clothing,Shirt,4,1200,4800,riya.singh@gmail.com
1355,Priya Dutta,2026-04-04,South,Stationery,File,10,35,350,priya.dutta@gmail.com
1989,Ravi Sharma,2026-03-04,West,Stationery,Marker,4,40,160,ravi.sharma@gmail.com
1279,Amit Paul,2026-03-16,North,Food,Biscuits,7,50,350,amit.paul@gmail.com
1013,Karan Das,2026/05/29,north,Furniture,Table,4,4500,18000,karan.das@gmail.com
1183,Neha Paul,2026-04-10,West,Electronics,Headphones,5,1800,9000,neha.paul@gmail.com
1369,Neha Dutta,2026-04-22,East,Food,Biscuits,10,,500,neha.dutta@gmail.com
1520,Vikash Paul,2026-02-03,North,Stationery,Pencil,2,10,20,vikash.paul@gmail.com
1636,Rohit Ghosh,2026-04-07,East,Food,Oil,10,150,1500, rohit.ghosh@gmail.com 
1224,Ankit Sen,2026-02-21,North,Clothing,Jacket,7,2500,17500,ankit.sen@gmail.com
1592,Sneha Kumar,2026-04-07,WEST,Food,Tea,-4,250,1000,sneha.kumar@gmail.com
1914,Puja Singh,2026-01-13,West, Stationery ,Pencil,7,10,70,puja.singh@gmail.com
1697,Rahul Banerjee,2026-04-10,North,Clothing,T-Shirt,7,800,5600,rahul.banerjee@gmail.com
1733,Karan Sharma,2026-03-19,North,Food,Tea,1,250,250,karan.sharma@gmail.com
1466,Priya Das,2026-03-18,South,Electronics,Laptop,4,55000,220000,priya.das@gmail.com
1603,Ravi Dutta,2026-01-02,South,Electronics,Mobile,8,25000,200000,
1629,Puja Paul,2026-02-18,West,Electronics,Headphones,10,1800,18000,puja.paul@gmail.com
1177,Tanya Sen,2026-02-04,South,Food,Biscuits,5,50,250,tanya.sen@gmail.com
1686, Ananya Sen ,2026-03-16,East,Electronics,Monitor,1,12000,12000,ananya.sen@gmail.com
1893,Riya Singh,2026-04-22,East,Clothing,Shoes,7,,,riya.singh@gmail.com
1606,Priya Sen,,South,Electronics,Headphones,7,1800,12600,priya.sen@gmail.com
1457,Ankit Kumar,2026-05-08,South,Stationery,File,6,35,210, ankit.kumar@gmail.com 
1537, Moumita Paul ,2026-04-11,West,Electronics,Tablet,4,30000,120000,moumita.paul@gmail.com
1394,Rohit Roy,2026-04-28,West,Furniture,Table,3,4500,13500,rohit.roy@gmail.com
1164, Karan Roy ,invalid-date,West,Clothing,Jacket,9,2500,22500,karan.roy@gmail.com
1249,Riya Sharma,2026-03-06,North,Furniture,Sofa,6,,108000,riya.sharma@gmail.com
1835,Puja Sharma,2026-03-01,South,Stationery,Pencil,3,10,30, puja.sharma@gmail.com 
1908,Karan Singh,2026/03/09,south,Clothing,Shirt,5,1200,6000,
1690,Rohit Roy,2026-06-24,East, Electronics ,Headphones,9,1800,16200,rohit.roy@gmail.com
1376, Puja Kumar ,2026-05-22,north,Food,Oil,9,150,1350,puja.kumar@gmail.com
1413, Meena Banerjee ,2026/01/28,South,Electronics,Headphones,9,1800,16200,meena.banerjee@gmail.com
1075,Moumita Roy,2026-02-09,West,Stationery,Notebook,6,80,480,moumita.roy@gmail.com
1114,Meena Paul,2026-02-08,West,Food,Tea,9,,2250,meena.paul@gmail.com
1589, Ravi Dutta ,2026-06-17,North,Furniture,Chair,6,1800,10800,ravi.dutta@gmail.com
1825,Vikash Dutta,2026-02-27,North,Food,Biscuits,9,50,450,vikash.dutta@gmail.com
1391, Ravi Kumar ,2026-02-01,East,Stationery,Notebook,1,80,80,ravi.kumar@gmail.com
1105,Karan Banerjee,2026-02-14,South, Clothing ,T-Shirt,6,800,4800,karan.banerjee@gmail.com
1115,Soumya Ghosh,2026-04-26,NORTH,Furniture,Table,5,4500,22500,soumya.ghosh@gmail.com
1418,Soumya Sharma,2026-03-09,SOUTH,Stationery,Pen,3,20,60,soumya.sharma@gmail.com
1971,Puja Sen,2026-03-17,North,Clothing,Jacket,3,2500,7500,puja.sen@gmail.com
1458,Tanya Kumar,2026-01-16,West,Stationery,File,4,35,140,tanya.kumar@gmail.com
1410,Sneha Sharma,2026-04-21,West,Food,Biscuits,2,,100,sneha.sharma@gmail.com
1093,Meena Das,2026-02-01,West,Stationery,Pencil,2,10,20,meena.das@gmail.com
1583,Riya Dutta,2026-03-12,East,Clothing,T-Shirt,6,800,4800, riya.dutta@gmail.com 
1090,Riya Roy,2026-02-27,East,Stationery,Pen,5,20,100,riya.roy@gmail.com
1337,Ravi Paul,2026-01-13,East,Clothing,T-Shirt,5,800,4000,ravi.paul@gmail.com
1900,Ananya Roy,2026-01-31,South,Furniture,Sofa,5,18000,,ananya.roy@gmail.com
1945,Soumya Kumar,2026-02-24,North,Stationery,Pen,8,20,160,soumya.kumar@gmail.com
1977,Neha Roy,2026-02-01,West,Food,Sugar,2,55,110,neha.roy@gmail.com
1889,Ravi Kumar,2026-02-14,West,Furniture,Shelf,-1,3500,21000, ravi.kumar@gmail.com 
1626,Meena Singh,2026-01-08,West,Food,Biscuits,5,50,250,meena.singh@gmail.com
1614,Soumya Paul,,North,Electronics,Mobile,4,25000,100000,soumya.paul@gmail.com
1632,Sneha Banerjee,2026-04-23,North,Furniture,Sofa,9,18000,162000,sneha.banerjee@gmail.com
1012,Riya Paul,2026/05/04,West,Electronics,Laptop,4,55000,220000,riya.paul@gmail.com
1397,Moumita Paul,2026/03/01,West,Food,Rice,10,,600,moumita.paul@gmail.com
1550,Neha Banerjee,2026-06-18,West,Clothing,Jeans,9,1800,16200,neha.banerjee@gmail.com
1043, Rohit Sharma ,2026-04-16,West,Food,rice,7,60,420,
1168,Sneha Sharma,2026-04-09,North,Electronics,Tablet,5,30000,150000,sneha.sharma@gmail.com
1417, Riya Sharma ,2026-01-03,east,Furniture,Table,-2,4500,31500,riya.sharma@gmail.com
1778,Arjun Kumar,2026-06-06,South,Clothing,Jacket,7,2500,17500,arjun.kumar@gmail.com
1427,Amit Dutta,2026-02-18,West, Furniture ,Table,7,4500,31500,amit.dutta@gmail.com
1905,Ankit Roy,2026-05-29,East,Food,Rice,7,60,420,ankit.roy@gmail.com
1988,Neha Roy,2026-05-24,East,Electronics,Monitor,5,12000,60000,neha.roy@gmail.com
1705,Tanya Paul,2026-02-13,West,Electronics,Mobile,-4,25000,175000,tanya.paul@gmail.com
1803,Priya Kumar,2026/04/21,NORTH, Furniture ,Sofa,7,18000,126000,priya.kumar@gmail.com
1258,Meena Sharma,2026-05-22,East,Food,Oil,4,150,600,meena.sharma@gmail.com
1336,Vikash Singh,2026-03-08,West,Electronics,Monitor,6,,72000,vikash.singh@gmail.com
1016, Karan Sen ,2026-03-09,South,Stationery,Notebook,9,80,720,karan.sen@gmail.com
1650,Abhishek Banerjee,2026-01-19,South,Stationery,Notebook,10,80,800,abhishek.banerjee@gmail.com
1325,Abhishek Singh,2026-05-01,North,Electronics,Tablet,6,30000,180000,abhishek.singh@gmail.com
1874,Riya Roy,2026-05-28,South,Clothing,T-Shirt,6,800,4800,riya.roy@gmail.com
1223,Abhishek Banerjee,2026-05-04,West,Food,Rice,4,60,240,abhishek.banerjee@gmail.com
1180,Arjun Das,2026-03-10,South,Clothing,Shoes,4,2200,8800,arjun.das@gmail.com
1812, Amit Roy ,2026-04-07,West,Food,Tea,3,250,750,amit.roy@gmail.com
1522,Soumya Paul,2026-03-22,West,Electronics,Headphones,2,1800,3600,soumya.paul@gmail.com
1023,Sayan Dutta,2026-03-19,North,Stationery,Pencil,5,10,50,sayan.dutta@gmail.com
1357,Tanya Sharma,2026/01/22,North,Stationery,Pen,1,20,20,tanya.sharma@gmail.com
1978,Abhishek Banerjee,2026-02-26,West,Food,Oil,1,150,150,
1884,Sneha Sen,2026-01-06,East,Clothing,Shirt,3,1200,3600,
1341, Priya Sen ,2026-06-20,east,Furniture,Chair,5,1800,9000, priya.sen@gmail.com 
1432,Amit Sen,2026-04-15,East,Stationery,notebook,6,80,480,amit.sen@gmail.com
1569,Karan Banerjee,invalid-date,East,Stationery,Notebook,2,80,160,karan.banerjee@gmail.com
1856,Sayan Singh,,West,Clothing,Jeans,9,1800,16200,sayan.singh@gmail.com
1204,Rahul Dutta,2026-01-07,north,Stationery,Marker,7,40,280,rahul.dutta@gmail.com
1651,Vikash Kumar,2026-06-09,north,Furniture,Chair,7,1800,12600,vikash.kumar@gmail.com
1094, Abhishek Singh ,2026-05-08,East,Clothing,Jacket,9,2500,22500,abhishek.singh@gmail.com
1576, Neha Kumar ,2026-03-22,East,Stationery,Pen,10,20,200,neha.kumar@gmail.com
1069,Ankit Kumar,2026-02-14,South,Clothing,Jeans,2,1800,3600,ankit.kumar@gmail.com
1859,Vikash Paul,2026-02-05,South,Stationery,File,8,35,280,vikash.paul@gmail.com
1285,Rohit Sharma,2026-05-09,West,Clothing,T-Shirt,8,800,6400,rohit.sharma@gmail.com
1827,Abhishek Sen,2026-06-05,North,Stationery,File,9,,315,abhishek.sen@gmail.com
1435,Rahul Sharma,2026-02-21,West,Furniture,Chair,10,1800,18000,rahul.sharma@gmail.com
1154,Abhishek Ghosh,2026-02-20,West,Food,Sugar,4,55,,
1076,Arjun Kumar,2026-02-19,West,Furniture,Table,9,4500,40500,arjun.kumar@gmail.com
1752,Moumita Ghosh,2026-05-01,East,Food,Biscuits,9,50,450,moumita.ghosh@gmail.com
1447,Puja Sen,2026-06-12,North,Furniture,Shelf,-2,3500,,puja.sen@gmail.com
1189,Arjun Roy,invalid-date,South,Furniture,Chair,4,,7200,arjun.roy@gmail.com
1272,Puja Paul,2026-06-05,North,Food,Tea,4,250,1000,puja.paul@gmail.com
1237,Ravi Ghosh,2026-03-13,West,Furniture,Table,7,4500,31500,ravi.ghosh@gmail.com
1488,Riya Kumar,2026-05-18,North,Food,Oil,5,150,750,riya.kumar@gmail.com
1560,Amit Banerjee,2026-03-30,North,Electronics,Mobile,8,,,amit.banerjee@gmail.com
1118,Neha Singh,2026-04-28,West,Furniture,Shelf,6,,,neha.singh@gmail.com
1965, Puja Ghosh ,invalid-date,South,Stationery,Notebook,2,80,160,puja.ghosh@gmail.com
1513,Abhishek Roy,2026-06-13,west,Food,sugar,1,55,55,abhishek.roy@gmail.com
1571,Neha Kumar,,North,Stationery,Pen,1,20,20,neha.kumar@gmail.com
1612,Tanya Paul,2026-01-11,East,Food,Sugar,6,55,,tanya.paul@gmail.com
1127,Soumya Singh,2026-02-04,North,Furniture,Shelf,10,3500,35000,soumya.singh@gmail.com
